id,priority,snapshot_status,effective_status,issue_type,title,assignee,source_areas,parent,authority_class,authority_claim,acceptance_semantics,hard_prerequisites,soft_relations,supersedes,explicit_paths,source_presence,stale_description_signal,write_hotspot_cluster,audit_disposition,updated_at,effective_updated_at,labels
polylogue-e6ja,2,open,open,task,Close the zero-tests-pre-merge hole: bounded per-PR test lane or local-verify attestation (operator decision),,devloop;test,polylogue-88jp,domain-implementation-slice,,operator-gate;regression-fixture,,polylogue-27rb,,tests/unit/;.agent/reports/decision-brief-2026-07-08.md,origin-only=1;symbolic=1,records-landed-work,devloop,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:53:05Z,2026-07-15T19:53:05Z,area:devloop;area:test;decision;horizon:frontier
polylogue-enj7,2,open,open,bug,Provide production-valid daemon service profiles and lifecycle harnesses,,daemon;test,polylogue-avmq,consolidation-owner,Invariant consolidation 2026-07-15: absorbs polylogue-nu2h.,bounded-resource;parity/completeness;mutation/falsification;schema/contract;regression-fixture,,,polylogue-nu2h,,no-explicit-paths,records-landed-work+records-residual-work,daemon-supervision,retain profile/harness slice in avmq branch,2026-07-15T19:32:15Z,2026-07-15T19:32:15Z,area:daemon;area:test;horizon:frontier
polylogue-f2qv,2,open,open,epic,"Provider usage & cost honesty: disjoint token lanes, one pricing source, dual cost view",,analytics,,program/invariant-container,,live-evidence;security/authorization;schema/contract;regression-fixture,,,,docs/internals.md;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/133_polylogue_f2qv.md,both=1;origin-only=1,records-residual-work,analytics,retain program container; do not execute as a leaf,2026-07-15T19:27:26Z,2026-07-15T19:27:26Z,area:analytics;delivery:A-trust-floor;horizon:frontier;lane:security-privacy;spine
polylogue-f2qv.7,2,open,open,feature,Add a bounded exact-session usage audit,,analytics;cli;query,polylogue-f2qv,canonical-authority-owner,Route selection through the shared query transaction.,live-evidence;bounded-resource;security/authorization,polylogue-f2qv.6;polylogue-z9gh.9.1,,,,no-explicit-paths,,analytics,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T04:24:02Z,2026-07-15T04:24:02Z,area:analytics;area:cli;area:query;delivery:A-trust-floor;delivery:C-read-evidence-contract;horizon:frontier;lane:security-privacy;spine
polylogue-f57q,2,open,open,bug,Make maintenance preview and apply outcomes phase-honest,,contracts;ops,polylogue-8jg9,regression/repair-slice,,receipt/provenance;cancellation/cleanup;mutation/falsification;schema/contract;regression-fixture,,,,devtools/scale_regression_probe.py;tests/unit/devtools/test_scale_regression_probe.py;polylogue/storage/repair.py;tests/unit/storage/test_repair.py,both=4,records-residual-work,contracts,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T23:27:41Z,2026-07-14T23:27:41Z,area:contracts;area:ops;horizon:frontier
polylogue-f7zw,2,open,open,task,Material protocol: cross-language canonical-bytes golden fixtures (Python/Rust parity),,interop;protocol;test,polylogue-303r,canonical-authority-owner,"Removing NFC normalization, changing float formatting/key ordering/sentinel encoding, or swapping head/transcript boundaries makes at least one test fail in each implementation.",receipt/provenance;bounded-resource;mutation/falsification;regression-fixture,,,,tests/fixtures/material_protocol/v1/small-session,both=1,,interop,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T23:27:43Z,2026-07-14T23:27:43Z,area:interop;area:protocol;area:test;horizon:frontier
polylogue-fko9,2,open,open,task,Daemon fast path: read/messages/context views + full golden parity,,cli;perf,polylogue-20d,domain-implementation-slice,,receipt/provenance;parity/completeness;security/authorization;regression-fixture,20d.1,,,tests/unit/cli/test_daemon_golden_parity.py,both=1,records-landed-work+records-residual-work,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:27:26Z,2026-07-15T19:27:26Z,area:cli;area:perf;delivery:G-live-performance;horizon:frontier;lane:interactive-performance
polylogue-fnm.10,2,open,open,feature,fields/select stage with parent-field projection (first real Transform),,query,polylogue-fnm,canonical-authority-owner,,schema/contract,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/051_polylogue_fnm_10.md,origin-only=1,records-landed-work+records-residual-work,query,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:04:04Z,2026-07-07T13:04:04Z,area:query;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts
polylogue-fnm.11,2,open,open,task,Pipeline/clause parity across units + generated support matrix,,query,polylogue-fnm,domain-implementation-slice,,bounded-resource;security/authorization,,,,docs/memory;docs/query-support-matrix.md;.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/049_polylogue_fnm_11.md,origin-only=1;missing/planned=2,,query,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:04:02Z,2026-07-07T13:04:02Z,area:query;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts;wave:2
polylogue-fnm.14,2,open,open,feature,find <query> | compact: token-budgeted corpus-compaction projection with drop manifest,,query;query-dsl,polylogue-fnm,surface/adaptation-slice,,receipt/provenance;determinism/idempotency;security/authorization;regression-fixture,,polylogue-3tl;polylogue-4ts;polylogue-rxdo.3,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/153_polylogue_fnm_14.md,origin-only=1,,query,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T16:55:54Z,2026-07-15T16:55:54Z,area:query;area:query-dsl;delivery:C-read-evidence-contract;horizon:mid;lane:read-contracts;tech-tree
polylogue-fnm.5,2,open,open,feature,topic-pack: staged multi-channel topic-lineage retrieval,,query,polylogue-fnm,domain-implementation-slice,,parity/completeness;restart/crash;regression-fixture,,,,,no-explicit-paths,,query,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:39Z,2026-07-08T20:14:39Z,area:query;delivery:C-read-evidence-contract;delivery:ac-patched;horizon:frontier;lane:read-contracts
polylogue-fnm.8,2,open,open,feature,Lineage scope operator: logical: prefix expands predicates across the session family,,lineage;query,polylogue-fnm,domain-implementation-slice,,live-evidence,,,,,no-explicit-paths,records-landed-work,lineage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:00:28Z,2026-07-13T04:00:28Z,area:lineage;area:query;delivery:C-read-evidence-contract;horizon:mid;lane:read-contracts
polylogue-fs1.14,2,open,open,feature,Unify Hermes trace evidence with canonical session topology,,ingest;substrate,polylogue-fs1,domain-implementation-slice,,receipt/provenance;determinism/idempotency;regression-fixture,polylogue-fs1.2,,,,no-explicit-paths,,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T20:25:47Z,2026-07-14T20:25:47Z,area:ingest;area:substrate;delivery:K-interop-origin-export;horizon:frontier;lane:origin-interop-export
polylogue-fs1.15,2,open,open,task,Expose Hermes-to-Polylogue integration liveness and coverage,,ingest;substrate,polylogue-fs1,domain-implementation-slice,,receipt/provenance;bounded-resource;security/authorization;regression-fixture,polylogue-fs1.11;polylogue-fs1.2;polylogue-fs1.7,,,,no-explicit-paths,,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-14T20:25:47Z,2026-07-14T20:25:47Z,area:ingest;area:substrate;delivery:K-interop-origin-export;horizon:frontier;lane:origin-interop-export
polylogue-fs1.2.1,2,in_progress,in_progress,task,Prove Hermes ATIF/ATOF admission against real producer bytes,Sinity,ingest;substrate,polylogue-fs1.2,proof/verification-slice,,determinism/idempotency;security/authorization;mutation/falsification;regression-fixture,,,,,no-explicit-paths,records-residual-work,ingest,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:26:07Z,2026-07-15T19:26:07Z,area:ingest;area:substrate;delivery:K-interop-origin-export;delivery:ac-patched;horizon:frontier;lane:origin-interop-export
polylogue-h1wt,2,open,open,task,archive_tiers package __init__.py eager DDL imports cost ~950ms-1.2s on any import,,perf,polylogue-20d,domain-implementation-slice,,bounded-resource;schema/contract;regression-fixture,,polylogue-20d.14,,polylogue/storage/sqlite/archive_tiers/__init__.py;polylogue/storage/sqlite/__init__.py;polylogue/cli/commands/maintenance/_migrate_tier.py;devtools/help_latency_probe.py,both=4,records-residual-work,perf,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:45:10Z,2026-07-15T19:45:10Z,area:perf;horizon:frontier
polylogue-hiu,2,open,open,task,Collapse storage twins onto the sync core behind an async adapter boundary,,substrate,polylogue-a7xr,surface/adaptation-slice,,bounded-resource;regression-fixture,polylogue-b5l;polylogue-exb;polylogue-pf1,,,.agent/reports/decision-brief-2026-07-08.md,origin-only=1,,substrate,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:27:26Z,2026-07-15T19:27:26Z,area:substrate;decision;delivery:M-substrate-consolidation;horizon:mid;lane:substrate-consolidation;refactor;size:L
polylogue-hjwr,2,open,open,feature,Deterministic-rebuild differential lane: full rebuild vs incremental convergence must agree,,daemon;storage;test,polylogue-b5l,domain-implementation-slice,,determinism/idempotency;mutation/falsification;regression-fixture,,polylogue-1xc.8;polylogue-a7xr.2;polylogue-f2qv.5,,devtools/index_fast_forward.py,both=1,,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-13T04:15:16Z,2026-07-13T04:15:16Z,area:daemon;area:storage;area:test;horizon:frontier
polylogue-ihp0,2,open,open,bug,Derive durable-tier schema assertions from the canonical inventory,,storage;test,polylogue-60i5,canonical-authority-owner,Replace hand-maintained exact sets with the canonical tier inventory/fresh-DDL authority.,parity/completeness;schema/contract;regression-fixture,,,polylogue-gxly,tests/unit/storage/test_archive_tiers_assertions.py;tests/unit/storage/test_archive_tiers_write.py,both=2,records-landed-work,storage,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T19:32:17Z,2026-07-15T19:32:17Z,area:storage;area:test;horizon:frontier
polylogue-iwmt,2,open,open,task,Classify transient SQLite locks in append_ingest.py's single-file write path,,daemon;reliability,polylogue-avmq,domain-implementation-slice,,live-evidence;bounded-resource;schema/contract;regression-fixture,,polylogue-9e5.7,,docs/audits/2026-07-09-daemon-loop-lock-starvation-map.md,both=1,,daemon,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T16:54:35Z,2026-07-15T16:54:35Z,area:daemon;area:reliability;horizon:frontier
polylogue-jn40,2,open,open,bug,MCP: add confirm parameters to unprotected destructive tools (interim mitigation ahead of t46.8),,mcp,,regression/repair-slice,,security/authorization,,polylogue-t46.8,,,no-explicit-paths,,destructive-mutations,retain-distinct; no duplicate/contradiction found in this pass,2026-07-16T16:18:12Z,2026-07-16T16:18:12Z,area:mcp;discovered-from:dogfood-2
polylogue-jnj.1,2,open,open,task,Collapse read per-view flags into ProjectionSpec/RenderSpec algebra,,cli,polylogue-jnj,canonical-authority-owner,Semantic inclusion belongs to ProjectionSpec or ContentProjectionSpec.,schema/contract,,,,.agent/handoffs/polylogue-gpt-pro-2026-07-07/prework-v2/task_packets/046_polylogue_jnj_1.md,origin-only=1,records-residual-work,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-07T13:04:00Z,2026-07-07T13:04:00Z,area:cli;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts;refactor
polylogue-jnj.10,2,open,open,task,Make the completion system and DSL discoverable at point of use,,cli,polylogue-jnj,domain-implementation-slice,,parity/completeness;regression-fixture,,,,,no-explicit-paths,records-landed-work,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:36Z,2026-07-08T20:14:36Z,area:cli;delivery:C-read-evidence-contract;delivery:ac-patched;horizon:frontier;lane:read-contracts;refactor
polylogue-jnj.12,2,open,open,task,Empty-result guidance: 0 hits explains itself,,cli;query,polylogue-jnj,domain-implementation-slice,,parity/completeness;schema/contract;regression-fixture,,,,,no-explicit-paths,,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:36Z,2026-07-08T20:14:36Z,area:cli;area:query;delivery:C-read-evidence-contract;delivery:ac-patched;horizon:frontier;lane:read-contracts;refactor
polylogue-jnj.14,2,open,open,task,Bare single-token query-first dispatch: prefer subcommand-typo error over silent search,,cli;surface,polylogue-jnj,domain-implementation-slice,,security/authorization;schema/contract;operator-gate,,,,,no-explicit-paths,,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:31Z,2026-07-08T20:14:31Z,area:cli;area:surface;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts;refactor
polylogue-jnj.2,2,open,open,task,analyze boolean modes -> named projections; facets becomes a real verb,,cli,polylogue-jnj,surface/adaptation-slice,,parity/completeness;security/authorization;schema/contract;regression-fixture,polylogue-z9gh.9.1,,,,no-explicit-paths,,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:39Z,2026-07-08T20:14:39Z,area:cli;delivery:C-read-evidence-contract;delivery:ac-patched;horizon:frontier;lane:read-contracts;refactor
polylogue-jnj.4,2,open,open,task,Direct `read session:REF` uses read-view semantics,,cli,polylogue-jnj,domain-implementation-slice,,unspecified/qualitative,,,,polylogue/cli/read_view_handlers.py,both=1,,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:38Z,2026-07-08T20:14:38Z,area:cli;delivery:C-read-evidence-contract;horizon:frontier;lane:read-contracts;refactor
polylogue-jnj.8,2,open,open,task,Make first-run human onboarding teach one verified path,,cli,polylogue-jnj,domain-implementation-slice,,bounded-resource;restart/crash;security/authorization;mutation/falsification;regression-fixture,,polylogue-3gd.2,,,no-explicit-paths,,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-15T20:19:51Z,2026-07-15T20:19:51Z,area:cli;delivery:C-read-evidence-contract;delivery:ac-patched;horizon:frontier;lane:read-contracts;refactor
polylogue-jnj.9,2,open,open,feature,Intentional runtime/deployment configuration surface,,cli;config,polylogue-jnj,surface/adaptation-slice,,parity/completeness,,,,polylogue/config.py,both=1,,cli,retain-distinct; no duplicate/contradiction found in this pass,2026-07-08T20:14:37Z,2026-07-08T20:14:37Z,area:cli;area:config;delivery:C-read-evidence-contract;horizon:mid;lane:read-contracts;refactor
