order,wave,id,priority,type,status,parents,hard_prerequisites,title,intent,done_when
167,1,polylogue-mhx.4,2,feature,open,polylogue-mhx,polylogue-mhx.2,Semantic recall leg in context compilation: the memory actually retrieves,"compose_context_preamble and compile_context currently select by explicit refs, recency, and policy — there is no semantic leg, so a judged lesson about 'SQLite WAL contention' never surfaces when the new session starts debugging a WAL issue unless someone remembers it exists.","SessionStart recall proposes items through the ContextSource protocol (37t.11) with visible why-fields (similarity, kind, judgment state, refs) — no opaque scores; judged assertions outrank candidates at equal similarity; recall stays within the preamble segment budget with refs-over-bodies; a seeded lesson about a distinctive topic surfaces when a session starts on that topic and does NOT surface on an unrelated repo (both directions tested); degrades to silent no-op when embeddings are absent…"
168,0,polylogue-o21,2,feature,open,,,"Extension-point ergonomics: declare-once registries, scaffolds, actionable completeness errors","Every extension today is a scavenger hunt across parallel registration sites, each failing opaquely when missed — the accumulated tribal knowledge lives in bd memories: a new MCP tool needs EXPECTED_TOOL_NAMES + TOOL_CONTRACT + role gating + render openapi + render cli-output-schemas (four separate opaque failures); a new golden-path workflow must be in REQUIRED_WORKFLOW_IDS or CLI startup crashes with an unrelated error; a new AssertionKind breaks two renders plus the every-kind-has-a-surface…","- Slice 1 (size:S, unblocks dependents): a DeclarationSpec dataclass + registry protocol are defined and one pilot extension point (MCP tools) is migrated to declare-once, with a published pattern doc; dependents can build against the protocol immediately."
169,1,polylogue-2qx,2,feature,open,polylogue-l4kf,polylogue-o21,"OriginSpec: one package per origin, dispatch order derived from declared strictness","Adding a provider/origin is the most common expansion Polylogue will ever do (uiw enumerates a dozen candidates; Grok, OTel-GenAI, Langfuse waiting), yet origin logic is smeared: looks_like + parser in sources/parsers/*, hand-ordered dispatch list in dispatch.py (strict-before-loose maintained by vigilance — the Hermes ordering caution exists precisely because one wrong insertion steals records), Provider enum in types.py, schema package elsewhere, usage-coverage entry elsewhere, fidelity/compl…",
170,0,polylogue-opc,2,feature,open,polylogue-20d,,Self-tracing: the daemon's own spans land in its own archive,Polylogue has an OTLP receiver and stores spans — and instruments itself with none.,Spans emitted for routes/stages/query-phases on the seeded corpus daemon; request-id ties a route span to its query-phase children; sampling caps enforced with drop counters visible in /metrics; ops traces --slow renders a span tree for a real slow request; retention pruning works.
171,0,polylogue-oxz,2,feature,open,polylogue-20d,,"Performance instrumentation doctrine: slow-query log, phase timings, logging discipline","Beyond spans, three instrumentation gaps and one doctrine gap: (a) no SLOW-QUERY LOG — SQLite statements over a threshold should be recorded with their text and, on demand, their EXPLAIN QUERY PLAN, or every perf regression starts from scratch (the EQP sweep 20d.7 is a snapshot; this is the continuous version); (b) CLI has no phase breakdown — 'polylogue --debug-timing find X' should print import/config/db-open/compile/execute/render wall per phase (the 1.6s floor was diagnosed by hand; it shou…",Slow-query log captures a seeded slow statement with duration + normalized SQL and bounded storage; --debug-timing prints the phase table and matches span data for daemon-served queries; log-doctrine page committed + print()-diagnostic lint wired into verify quick; webui beacons land in ops.db on the seeded workbench.
172,0,polylogue-p5g,2,feature,open,polylogue-37t,,polylogue judge: interactive candidate triage in the terminal,"The judgment gate is the heart of the memory model, but judging has no ergonomic surface: candidates accumulate (pathology findings, decision candidates, soon overlay/selection captures and setup improvements) and reviewing them means MCP calls or raw queries.","- `polylogue judge` opens the pending-candidate queue in the established fzf pattern (jnj.11 machinery): the list shows kind, age, source session, and first line; the preview pane renders the full candidate plus its evidence refs as resolved excerpts (not bare ids)."
173,0,polylogue-ptx,2,feature,open,polylogue-bby,,"Browser-capture posting channel: un-gate, with attachments",Operator decision 2026-07-03: UN-GATE.,1.
174,0,polylogue-rii.1,2,feature,open,polylogue-rii,,Agent work-event write-leg -> session_events -> materialized read-models,record_work_event/emit_decision write surface routed through the existing idempotent ingest seam (no parallel writer); flows into the run-projection read models.,"- MCP tools record_work_event / emit_decision are registered with the mutation role: EXPECTED_TOOL_NAMES + TOOL_CONTRACT updated, role gating enforced, and `devtools render openapi && devtools render cli-output-schemas` regenerated with `devtools render all --check` clean."
175,1,polylogue-rii.2,2,feature,open,polylogue-rii,polylogue-rii.1,Materialize hook events + OTLP spans into queryable evidence,"Hook events are captured as raw blobs but never materialized (~95% of hook-only signal invisible: tool annotations, pre-MCP output, permission decisions, cwd changes, subagent lifecycle); OTLP spans likewise.",
176,0,polylogue-yrx,2,feature,open,polylogue-bby,,Session changes view: per-session diff/changelog composed from edit evidence,"A session's most important output is often 'what did it change' — and the archive already holds the evidence: Edit/Write/NotebookEdit tool_use blocks carry file paths and old/new content, Bash blocks carry git commands and commit SHAs in results, hook FileChanged events (when wired) add out-of-band edits.","For a seeded session containing edits and a commit: the Changes tab, read --view changes, and get_session_changes list the touched files with reconstructed diffs and the commit SHA; failed edits (is_error) are excluded; every row resolves to its block ref."
177,1,polylogue-f2qv,2,epic,open,,,"Provider usage & cost honesty: disjoint token lanes, one pricing source, dual cost view","WHY: token/cost accounting is a correctness surface with a track record of silent large errors (7.69x Codex inflation; per-model partition double-count #2472) — and cost numbers are exactly what operators quote publicly, so wrong numbers are reputational.",1.
178,2,polylogue-jlme,2,epic,open,,,"Capture extension: reliability, coverage, and in-page presence","WHY: the MV3 browser-capture extension is a load-bearing acquisition surface (live chat capture feeding the spool/receiver) but had no owning epic: reliability, capture-state visibility, and in-page presence were scattered.","Spool health + capture completeness are observable; per-chat capture-state indicator ships once (badge and in-page chip share one signal, not two); concurrent instances dedup by content hash."
179,0,polylogue-at44,3,bug,open,,,"user_settings table is dead: DDL + migration 004 exist, zero runtime read/write helpers","Verified live 2026-07-06: rg over polylogue/ finds user_settings only in the DDL (user.py), migration 004, and an unrelated filename string in artifact_taxonomy/runtime.py — no reader, no writer, table is empty and unwired.",Set+get subscription_tier via CLI/API; cost compute reads it with a sane default; both storage paths tested.
180,0,polylogue-mhx.7,3,bug,open,polylogue-mhx,,Two live vec0 DDL definitions: unify to one canonical embeddings table-creation path,Verified 2026-07-06: message_embeddings vec0 DDL exists in BOTH storage/search_providers/sqlite_vec_runtime.py AND storage/sqlite/archive_tiers/embeddings.py — the R&D review reports incompatible metadata naming between them (+origin vs legacy +source_name).,One canonical DDL site; drift test fails on divergence; metadata column naming decided (origin) and migrated per derived-tier regime.
181,0,polylogue-tf0e,3,bug,open,,,Generic-messages parser fallback drops available created_at/updated_at,"sources/dispatch.py:_generic_messages_session (710-729) hardcodes created_at=None, updated_at=None even when the source payload carries timestamps.","A generic `{messages, title, created_at, updated_at}` payload parses to a ParsedSession carrying those timestamps; date-range queries and reader display show them."
182,0,polylogue-xnkf,3,bug,open,,,actions view fans out on duplicate tool_ids: one logical action becomes up to NxM rows,"VERIFIED ON LIVE ARCHIVE 2026-07-06 (construct-validity hunt): the actions view (archive_tiers/index.py:328) pairs blocks on (tool_id, session_id) with no uniqueness or proximity constraint.","A fixture session with re-emitted (use,result) pairs sharing tool_id yields exactly one action row per logical use; the live sample session's action count drops accordingly (before/after recorded); aggregate goldens updated with the delta explained; empty-string guard in place."
