order,wave,id,priority,issue_type,status,title,root,parent,release,release_name,lane,original_readiness_grade,upgraded_readiness_grade,had_acceptance_criteria,acceptance_patch_added,verification_lane,proof_artifact_path,security_impact,data_loss_impact,migration_impact,public_claim_impact
375,1,polylogue-8jg9,2,epic,open,"Operational resilience: recoverable, restorable, survives daemon death and deploy",polylogue-8jg9,,B-storage-rebuild-bytes,"Storage, rebuild, and byte-integrity floor",operational-resilience,A-implementation-ready,A-implementation-ready,True,False,daemon crash/heartbeat fixture and backup restore drill log,artifacts/B-storage-rebuild-bytes/polylogue-8jg9.md,False,True,True,False
376,0,polylogue-2jj,4,task,open,IssueBench: real issues as coding-agent effectiveness benchmarks,polylogue-2jj,,N-horizon,Horizon and vision work,horizon-spec,D-horizon-ready,D-horizon-ready,True,False,decision memo or execution-grade spec with explicit pull-forward gate,artifacts/N-horizon/polylogue-2jj.md,False,False,False,False
377,3,polylogue-9l5.16,4,task,open,"Trajectory Quality Index: reward-shaping composite, never truth",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,E-spec-needed,D-horizon-ready,False,True,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.16.md,False,False,False,True
378,3,polylogue-9l5.17,4,task,open,"Model-drift observatory: candidate changepoints with validity gates, never causal claims",polylogue-9l5,polylogue-9l5,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,E-spec-needed,D-horizon-ready,False,True,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.17.md,False,False,False,True
379,4,polylogue-9l5,2,epic,open,Outcome-grounded analytics: the archive answers 'so what' questions,polylogue-9l5,,I-analytics-experiments,"Analytics, experiments, and measured learning",analytics-experiments,A-implementation-ready,A-implementation-ready,True,False,"measure registry, sample-frame/uncertainty/confound rendering tests, experiment analysis fixture",artifacts/I-analytics-experiments/polylogue-9l5.md,False,False,False,True
380,2,polylogue-c36,4,task,open,"Native-compilation probe: mypyc first, only where profiles demand it",polylogue-c36,,N-horizon,Horizon and vision work,horizon-spec,D-horizon-ready,D-horizon-ready,True,False,decision memo or execution-grade spec with explicit pull-forward gate,artifacts/N-horizon/polylogue-c36.md,False,False,True,False
381,0,polylogue-fs1.8,4,task,open,Nous Chat browser-capture adapter,polylogue-fs1,polylogue-fs1,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.8.md,False,False,False,False
382,3,polylogue-fs1,2,epic,open,Hermes bridge: state.db + runtime spans -> canonical evidence -> forensics/eval export,polylogue-fs1,,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,A-implementation-ready,A-implementation-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-fs1.md,False,False,True,False
383,1,polylogue-gqx,4,task,open,Desktop presence spike: Polylogue in the operator's ambient environment,polylogue-gqx,,N-horizon,Horizon and vision work,horizon-spec,D-horizon-ready,D-horizon-ready,True,False,decision memo or execution-grade spec with explicit pull-forward gate,artifacts/N-horizon/polylogue-gqx.md,False,False,False,False
384,0,polylogue-lu1,4,task,open,"Ambient theming: terminal respects the environment, webui gains a theme system",polylogue-lu1,,N-horizon,Horizon and vision work,horizon-spec,D-horizon-ready,D-horizon-ready,True,False,decision memo or execution-grade spec with explicit pull-forward gate,artifacts/N-horizon/polylogue-lu1.md,False,False,False,False
385,0,polylogue-wohv,4,task,open,messages_fts UNINDEXED columns are write-only noise in a contentless table: drop or annotate,polylogue-wohv,,M-substrate-consolidation,Substrate consolidation and codebase simplification,substrate-consolidation,D-horizon-ready,D-horizon-ready,True,False,"layering/import graph diff, parity tests before/after refactor, public-model compatibility suite",artifacts/M-substrate-consolidation/polylogue-wohv.md,False,False,True,False
386,0,polylogue-4g5,4,feature,open,Expose the archive as an HPI module and Promnesia source,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-4g5.md,False,False,False,False
387,0,polylogue-611,4,feature,open,Grok (xAI) conversation export importer,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-611.md,False,False,False,False
388,1,polylogue-7k7,4,feature,open,Research-tooling export lane: inspect-ai / Docent formats,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-7k7.md,False,False,False,False
389,0,polylogue-ale,4,feature,open,External link archival: sessions cite URLs; the evidence should not rot,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-ale.md,False,False,False,False
390,0,polylogue-bby.14,4,feature,open,Pinboard: workspaces as a spatial surface,polylogue-bby,polylogue-bby,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,D-horizon-ready,D-horizon-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.14.md,False,False,True,False
391,3,polylogue-bby,2,epic,open,Web workbench: from result list to evidence cockpit,polylogue-bby,,H-web-cockpit,Web evidence cockpit,web-evidence-cockpit,A-implementation-ready,A-implementation-ready,True,False,"web visual smoke, slow-route state fixture, basket-to-citable-export proof",artifacts/H-web-cockpit/polylogue-bby.md,False,False,False,False
392,2,polylogue-fnm.9,4,feature,open,Pipeline-as-subquery composition,polylogue-fnm,polylogue-fnm,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,D-horizon-ready,D-horizon-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.9.md,False,False,False,False
393,3,polylogue-fnm,2,epic,open,Query DSL: one grammar owns query semantics; compose instead of multiplying verbs,polylogue-fnm,,C-read-evidence-contract,One read contract and first-class evidence objects,read-contracts,A-implementation-ready,A-implementation-ready,True,False,CLI/daemon/MCP/Python/web query parity suite and content-hash citation drift fixture,artifacts/C-read-evidence-contract/polylogue-fnm.md,False,False,False,False
394,1,polylogue-l4kf.2,4,feature,open,Federation: .well-known/ai-sessions manifest + selective content-hash sync,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-l4kf.2.md,False,False,False,False
395,1,polylogue-l4kf.3,4,feature,open,Outbound provenance: git notes (refs/notes/polylogue) + PR/issue citation footers + SARIF pathology export,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-l4kf.3.md,False,False,False,False
396,0,polylogue-r47,4,feature,open,Obsidian/PKM export profile: sessions and findings as wiki-linked Markdown,polylogue-l4kf,polylogue-l4kf,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,E-spec-needed,D-horizon-ready,False,True,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-r47.md,False,False,False,False
397,2,polylogue-l4kf,3,epic,open,"Ecosystem interop + origin breadth: more sources in, two-way citable export out",polylogue-l4kf,,K-interop-origin-export,"Interop, origin breadth, and export",origin-interop-export,D-horizon-ready,D-horizon-ready,True,False,OriginSpec detector/parser/fixture/fidelity suite and content-hash export/import roundtrip,artifacts/K-interop-origin-export/polylogue-l4kf.md,False,False,False,False
