lane,file,line,ctx,start,end,call,op,tables,sql,norm,params
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1225,ArchiveStore.list_session_work_event_insights,1191,1248,execute,DYNAMIC/OTHER,session_work_events;sessions,"f""""""
            SELECT we.session_id, we.position
            FROM session_work_events we
            JOIN sessions s ON s.session_id = we.session_id
            {clause}
            ORDER BY COALESCE(we.started_at_ms, s.sort_key_ms) DESC, we.session_id, we.position
            {pagination}
            """"""","f"""""" SELECT we.session_id, we.position FROM session_work_events we JOIN sessions s ON s.session_id = we.session_id {clause} ORDER BY COALESCE(we.started_at_ms, s.sort_key_ms) DESC, we.session_id, we.position {pagination} """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1288,ArchiveStore.list_session_phase_insights,1258,1310,execute,DYNAMIC/OTHER,session_phases;sessions,"f""""""
            SELECT sp.session_id, sp.position
            FROM session_phases sp
            JOIN sessions s ON s.session_id = sp.session_id
            {clause}
            ORDER BY COALESCE(sp.started_at_ms, s.sort_key_ms) DESC, sp.session_id, sp.position
            {pagination}
            """"""","f"""""" SELECT sp.session_id, sp.position FROM session_phases sp JOIN sessions s ON s.session_id = sp.session_id {clause} ORDER BY COALESCE(sp.started_at_ms, s.sort_key_ms) DESC, sp.session_id, sp.position {pagination} """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1314,ArchiveStore.get_thread_insight,1312,1320,execute,SELECT,threads,"""SELECT thread_id FROM threads WHERE thread_id = ?""",SELECT thread_id FROM threads WHERE thread_id = ?,"(thread_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1366,ArchiveStore.list_thread_insights,1322,1376,execute,DYNAMIC/OTHER,threads,"f""""""
            SELECT t.thread_id
            FROM threads t
            {clause}
            ORDER BY t.created_at_ms DESC, t.thread_id
            {pagination}
            """"""","f"""""" SELECT t.thread_id FROM threads t {clause} ORDER BY t.created_at_ms DESC, t.thread_id {pagination} """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1379,ArchiveStore._thread_insight_from_id,1378,1479,execute,SELECT,threads,"""""""
            SELECT thread_id, created_at_ms, session_count
            FROM threads
            WHERE thread_id = ?
            """"""","SELECT thread_id, created_at_ms, session_count FROM threads WHERE thread_id = ?","(thread_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1389,ArchiveStore._thread_insight_from_id,1378,1479,execute,SELECT,session_profiles;sessions;thread_sessions,"""""""
            SELECT s.session_id, s.parent_session_id, s.origin, s.title,
                   s.message_count, s.word_count, s.tool_use_count,
                   s.created_at_ms, s.updated_at_ms, s.git_repository_url,
                   s.git_branch, sp.first_message_at, sp.last_message_at,
                   sp.total_cost_usd AS profile_total_cost_usd
            FROM thread_sessions ts
            JOIN sessions s ON s.session_id = ts.session_id
            LEFT JOIN session_profiles sp ON sp.session_id = s.session_id
            WHERE ts.thread_id = ?
            ORDER BY ts.position, s.sort_key_ms, s.session_id
            """"""","SELECT s.session_id, s.parent_session_id, s.origin, s.title, s.message_count, s.word_count, s.tool_use_count, s.created_at_ms, s.updated_at_ms, s.git_repository_url, s.git_branch, sp.first_message_at, sp.last_message_at, sp.total_cost_usd AS profile_total_cost_usd FROM thread_sessions ts JOIN sessions s ON s.session_id = ts.session_id LEFT JOIN session_profiles sp ON sp.session_id = s.session_id WHERE ts.thread_id = ? ORDER BY ts.position, s.sort_key_ms, s.session_id","(thread_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1522,ArchiveStore.list_session_cost_insights,1481,1545,execute,DYNAMIC/OTHER,session_model_usage;session_profiles;sessions,"f""""""
            SELECT s.session_id, s.origin, s.title, s.created_at_ms, s.updated_at_ms,
                   s.sort_key_ms, sp.cost_credits, sp.cost_usd, sp.cost_is_estimated,
                   sp.cost_provenance,
                   (
                       SELECT smu.model_name
                       FROM session_model_usage smu
                       WHERE smu.session_id = s.session_id
                       ORDER BY smu.input_tokens + smu.output_tokens DESC, smu.model_name
                       LIMIT 1
                   ) AS model_name
            FROM sessions s
            LEFT JOIN session_profiles sp ON sp.session_id = s.session_id
            {clause}
            ORDER BY s.sort_key_ms DESC, s.session_id
            {pagination}
            """"""","f"""""" SELECT s.session_id, s.origin, s.title, s.created_at_ms, s.updated_at_ms, s.sort_key_ms, sp.cost_credits, sp.cost_usd, sp.cost_is_estimated, sp.cost_provenance, ( SELECT smu.model_name FROM session_model_usage smu WHERE smu.session_id = s.session_id ORDER BY smu.input_tokens + smu.output_tokens DESC, smu.model_name LIMIT 1 ) AS model_name FROM sessions s LEFT JOIN session_profiles sp ON sp.session_id = s.session_id {clause} ORDER BY s.sort_key_ms DESC, s.session_id {pagination} """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1571,ArchiveStore.list_cost_rollup_insights,1547,1745,execute,DYNAMIC/OTHER,session_model_usage;session_profiles;sessions,"f""""""
            SELECT s.origin AS source_name,
                   u.model_name AS model_name,
                   COUNT(DISTINCT u.session_id) AS session_count,
                   COALESCE(SUM(COALESCE(u.cost_usd, sp.cost_usd, 0.0)), 0.0) AS stored_cost_usd,
                   COALESCE(SUM(u.cost_credits), 0.0) AS stored_credits,
                   COALESCE(SUM(u.input_tokens), 0) AS input_tokens,
                   COALESCE(SUM(u.output_tokens), 0) AS output_tokens,
                   COALESCE(SUM(u.cache_read_tokens), 0) AS cache_read_tokens,
                   COALESCE(SUM(u.cache_write_tokens), 0) AS cache_write_tokens,
                   COALESCE(SUM(
                       u.input_tokens + u.output_tokens + u.cache_read_tokens + u.cache_write_tokens
                   ), 0) AS total_tokens,
                   COALESCE(
                       CASE WHEN u.cost_usd IS NOT NULL THEN u.cost_provenance ELSE sp.cost_provenance END,
                       'unknown'
                   ) AS cost_provenance,
                   MAX(s.updated_at_ms) AS source_updated_at,
                   MAX(s.sort_key_ms) AS source_sort_key
            FROM session_model_usage u
            JOIN sessions s ON s.session_id = u.session_id
            LEFT JOIN session_profiles sp ON sp.session_id = s.session_id
            WHERE {"" AND "".join(where)}
            GROUP BY s.origin,
                     u.model_name,
                     COALESCE(
                         CASE WHEN u.cost_usd IS NOT NULL THEN u.cost_provenance ELSE sp.cost_provenance END,
                         'unknown'
                     )
            """"""","f"""""" SELECT s.origin AS source_name, u.model_name AS model_name, COUNT(DISTINCT u.session_id) AS session_count, COALESCE(SUM(COALESCE(u.cost_usd, sp.cost_usd, 0.0)), 0.0) AS stored_cost_usd, COALESCE(SUM(u.cost_credits), 0.0) AS stored_credits, COALESCE(SUM(u.input_tokens), 0) AS input_tokens, COALESCE(SUM(u.output_tokens), 0) AS output_tokens, COALESCE(SUM(u.cache_read_tokens), 0) AS cache_read_tokens, COALESCE(SUM(u.cache_write_tokens), 0) AS cache_write_tokens, COALESCE(SUM( u.input_tokens + u.output_tokens + u.cache_read_tokens + u.cache_write_tokens ), 0) AS total_tokens, COALESCE( CASE WHEN u.cost_usd IS NOT NULL THEN u.cost_provenance ELSE sp.cost_provenance END, 'unknown' ) AS cost_provenance, MAX(s.updated_at_ms) AS source_updated_at, MAX(s.sort_key_ms) AS source_sort_key FROM session_model_usage u JOIN sessions s ON s.session_id = u.session_id LEFT JOIN session_profiles sp ON sp.session_id = s.session_id WHERE {"" AND "".join(where)} GROUP BY s.origin, u.model_name, COALESCE( CASE WHEN u.cost_usd IS NOT NULL THEN u.cost_provenance ELSE sp.cost_provenance END, 'unknown' ) """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1605,ArchiveStore.list_cost_rollup_insights,1547,1745,execute,DYNAMIC/OTHER,session_model_usage;session_profiles;sessions,"f""""""
            SELECT s.origin AS source_name,
                   NULL AS model_name,
                   COUNT(DISTINCT s.session_id) AS session_count,
                   COALESCE(SUM(sp.cost_usd), 0.0) AS stored_cost_usd,
                   COALESCE(SUM(sp.cost_credits), 0.0) AS stored_credits,
                   0 AS input_tokens,
                   0 AS output_tokens,
                   0 AS cache_read_tokens,
                   0 AS cache_write_tokens,
                   0 AS total_tokens,
                   COALESCE(sp.cost_provenance, 'unknown') AS cost_provenance,
                   MAX(s.updated_at_ms) AS source_updated_at,
                   MAX(s.sort_key_ms) AS source_sort_key
            FROM sessions s
            LEFT JOIN session_profiles sp ON sp.session_id = s.session_id
            LEFT JOIN session_model_usage u ON u.session_id = s.session_id
            WHERE {"" AND "".join(no_usage_where)}
            GROUP BY s.origin, COALESCE(sp.cost_provenance, 'unknown')
            """"""","f"""""" SELECT s.origin AS source_name, NULL AS model_name, COUNT(DISTINCT s.session_id) AS session_count, COALESCE(SUM(sp.cost_usd), 0.0) AS stored_cost_usd, COALESCE(SUM(sp.cost_credits), 0.0) AS stored_credits, 0 AS input_tokens, 0 AS output_tokens, 0 AS cache_read_tokens, 0 AS cache_write_tokens, 0 AS total_tokens, COALESCE(sp.cost_provenance, 'unknown') AS cost_provenance, MAX(s.updated_at_ms) AS source_updated_at, MAX(s.sort_key_ms) AS source_sort_key FROM sessions s LEFT JOIN session_profiles sp ON sp.session_id = s.session_id LEFT JOIN session_model_usage u ON u.session_id = s.session_id WHERE {"" AND "".join(no_usage_where)} GROUP BY s.origin, COALESCE(sp.cost_provenance, 'unknown') """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1862,ArchiveStore.list_usage_timeline_insights,1747,1942,execute,DYNAMIC/OTHER,session_model_usage;sessions,"f""""""
            SELECT strftime('%Y-%m', s.sort_key_ms/1000, 'unixepoch') AS bucket,
                   s.origin AS source_name,
                   COALESCE(u.model_name, '') AS model_name,
                   COUNT(DISTINCT u.session_id) AS session_count,
                   COALESCE(SUM(u.cost_usd), 0.0) AS stored_cost_usd,
                   COALESCE(SUM(u.cost_credits), 0.0) AS stored_credits,
                   COALESCE(SUM(u.input_tokens), 0) AS input_tokens,
                   COALESCE(SUM(u.output_tokens), 0) AS output_tokens,
                   COALESCE(SUM(u.cache_write_tokens), 0) AS cache_write_tokens,
                   COALESCE(u.cost_provenance, 'unknown') AS cost_provenance,
                   MAX(s.sort_key_ms) AS source_sort_key
            FROM session_model_usage u
            JOIN sessions s ON s.session_id = u.session_id
            WHERE {"" AND "".join(cost_where)}
            GROUP BY bucket, s.origin, model_name, cost_provenance
            """"""","f"""""" SELECT strftime('%Y-%m', s.sort_key_ms/1000, 'unixepoch') AS bucket, s.origin AS source_name, COALESCE(u.model_name, '') AS model_name, COUNT(DISTINCT u.session_id) AS session_count, COALESCE(SUM(u.cost_usd), 0.0) AS stored_cost_usd, COALESCE(SUM(u.cost_credits), 0.0) AS stored_credits, COALESCE(SUM(u.input_tokens), 0) AS input_tokens, COALESCE(SUM(u.output_tokens), 0) AS output_tokens, COALESCE(SUM(u.cache_write_tokens), 0) AS cache_write_tokens, COALESCE(u.cost_provenance, 'unknown') AS cost_provenance, MAX(s.sort_key_ms) AS source_sort_key FROM session_model_usage u JOIN sessions s ON s.session_id = u.session_id WHERE {"" AND "".join(cost_where)} GROUP BY bucket, s.origin, model_name, cost_provenance """"""",tuple(cost_params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,1985,ArchiveStore._usage_timeline_event_scan_cutoff_ms,1944,2034,execute,DYNAMIC/OTHER,session_model_usage;sessions,"f""""""
            SELECT strftime('%Y-%m', s.sort_key_ms/1000, 'unixepoch') AS bucket,
                   s.origin AS source_name,
                   COALESCE(u.model_name, '') AS model_name
            FROM session_model_usage u
            JOIN sessions s ON s.session_id = u.session_id
            WHERE {"" AND "".join(where)}
            GROUP BY {"", "".join(group_columns)}
            ORDER BY bucket, source_name, model_name
            LIMIT ?
            """"""","f"""""" SELECT strftime('%Y-%m', s.sort_key_ms/1000, 'unixepoch') AS bucket, s.origin AS source_name, COALESCE(u.model_name, '') AS model_name FROM session_model_usage u JOIN sessions s ON s.session_id = u.session_id WHERE {"" AND "".join(where)} GROUP BY {"", "".join(group_columns)} ORDER BY bucket, source_name, model_name LIMIT ? """"""","(*params, max(int(limit), 0))"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,2018,ArchiveStore._usage_timeline_event_scan_cutoff_ms,1944,2034,execute,DYNAMIC/OTHER,session_provider_usage_events;sessions,"f""""""
            SELECT e.occurred_at_ms
            FROM session_provider_usage_events e
            JOIN sessions s ON s.session_id = e.session_id
            WHERE {"" AND "".join(event_where)}
            ORDER BY e.occurred_at_ms
            LIMIT 1
            """"""","f"""""" SELECT e.occurred_at_ms FROM session_provider_usage_events e JOIN sessions s ON s.session_id = e.session_id WHERE {"" AND "".join(event_where)} ORDER BY e.occurred_at_ms LIMIT 1 """"""",tuple(event_params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,2070,ArchiveStore.get_session_latency_profile_insight,2064,2078,execute,SELECT,sessions,"""""""
            SELECT session_id, origin, title, sort_key_ms
            FROM sessions
            WHERE session_id = ?
            """"""","SELECT session_id, origin, title, sort_key_ms FROM sessions WHERE session_id = ?","(resolved_session_id,)"
sync,polylogue/storage/sqlite/archive_tiers/archive.py,2111,ArchiveStore.list_session_latency_profile_insights,2080,2124,execute,DYNAMIC/OTHER,sessions,"f""""""
            SELECT s.session_id, s.origin, s.title, s.sort_key_ms
            FROM sessions s
            {clause}
            ORDER BY s.sort_key_ms DESC, s.session_id
            {pagination}
            """"""","f"""""" SELECT s.session_id, s.origin, s.title, s.sort_key_ms FROM sessions s {clause} ORDER BY s.sort_key_ms DESC, s.session_id {pagination} """"""",tuple(params)
sync,polylogue/storage/sqlite/archive_tiers/archive.py,2155,ArchiveStore._fetch_session_profile_row,2149,2172,execute,SELECT,session_profiles;sessions,"""""""
            SELECT s.session_id, s.origin, s.root_session_id, s.title, s.created_at_ms, s.updated_at_ms,
                   s.message_count, s.word_count, s.tool_use_count, s.thinking_count,
                   sp.workflow_shape, sp.workflow_shape_confidence, sp.terminal_state,
                   sp.terminal_state_confidence, sp.duration_ms, sp.substantive_count,
                   sp.attachment_count, sp.work_event_count, sp.phase_count,
                   sp.tool_calls_per_minute, sp.cost_usd, sp.cost_is_estimated,
                   sp.cost_provenance,
                   sp.total_cost_usd, sp.total_duration_ms,
                   sp.evidence_payload_json, sp.inference_payload_json, sp.enrichment_payload_json
            FROM session_profiles sp
            JOIN sessions s ON s.session_id = sp.session_id
            WHERE sp.session_id = ?
            """"""","SELECT s.session_id, s.origin, s.root_session_id, s.title, s.created_at_ms, s.updated_at_ms, s.message_count, s.word_count, s.tool_use_count, s.thinking_count, sp.workflow_shape, sp.workflow_shape_confidence, sp.terminal_state, sp.terminal_state_confidence, sp.duration_ms, sp.substantive_count, sp.attachment_count, sp.work_event_count, sp.phase_count, sp.tool_calls_per_minute, sp.cost_usd, sp.cost_is_estimated, sp.cost_provenance, sp.total_cost_usd, sp.total_duration_ms, sp.evidence_payload_json, sp.inference_payload_json, sp.enrichment_payload_json FROM session_profiles sp JOIN sessions s ON s.session_id = sp.session_id WHERE sp.session_id = ?","(resolved_session_id,)"
